restaurant_id,city,cuisine,price_tier_2019,price_2019,price_2024,inflation_rate,years_open_pre_2019,review_trajectory,rent_index,closed,time_to_event_months
R00309,NYC,Indian,$,11.64,16.0,0.3737,5.3,1.436,1.286,0,72
R00310,LA,Chinese,$,11.82,15.15,0.2813,1.5,-1.361,1.139,0,72
R00311,NYC,Thai,$$,16.47,23.13,0.4046,5.2,0.288,1.496,0,72
R00312,NYC,FastFood,$,9.73,12.55,0.2896,7.4,-0.508,1.459,0,72
R00313,NYC,Chinese,$$,14.19,17.96,0.2658,1.3,-1.199,1.292,0,72
R00314,NYC,Vietnamese,$$,12.99,17.77,0.3681,1.1,-0.789,1.783,1,31
R00315,NYC,American,$,11.0,13.89,0.2629,15.4,-0.301,1.065,0,72
R00316,NYC,American,$$$,21.3,27.59,0.2954,1.7,-0.295,1.267,0,72
R00317,LA,Indian,$$,13.98,17.81,0.2744,4.6,-0.607,1.112,0,72
R00318,NYC,Japanese,$$$$,27.53,34.77,0.2629,0.7,-0.014,1.294,0,72
R00319,Chicago,American,$,11.1,13.48,0.2148,3.7,2.447,1.158,0,72
R00320,Chicago,Chinese,$$,13.61,17.41,0.279,6.9,-1.725,0.82,0,72
R00321,LA,Italian,$$,16.26,20.53,0.2621,1.1,1.137,1.447,0,72
R00322,NYC,Mediterranean,$$$,18.84,25.83,0.3707,0.7,-0.018,1.402,0,72
R00323,LA,Mexican,$$,13.23,17.34,0.3099,7.6,-0.438,1.019,0,72
R00324,Chicago,American,$$,17.09,20.68,0.2103,9.5,-2.018,0.777,0,72
R00325,LA,Chinese,$,10.74,13.69,0.2739,5.7,0.763,1.169,0,72
R00326,Chicago,Thai,$$,13.86,18.48,0.3335,15.3,-1.441,0.919,1,45
R00327,LA,American,$$,15.49,20.05,0.2945,4.3,0.828,1.235,0,72
R00328,LA,Japanese,$$$,24.05,27.78,0.155,6.6,1.741,1.137,0,72
R00329,NYC,Chinese,$$,15.53,19.0,0.2228,1.9,-1.283,1.626,0,72
R00330,LA,Japanese,$$$,22.6,27.32,0.2085,1.3,1.168,1.18,1,45
R00331,NYC,FastFood,$,6.76,9.27,0.3715,9.1,0.025,1.378,0,72
R00332,LA,American,$$,16.31,20.53,0.2583,3.0,-2.094,1.349,0,72
R00333,Chicago,Japanese,$$$$,35.2,43.85,0.2457,0.8,-1.205,1.028,0,72
R00334,NYC,Indian,$$$,19.5,25.18,0.2912,2.4,0.178,1.591,0,72
R00335,LA,Italian,$,10.54,13.7,0.2999,2.8,0.401,1.377,1,25
R00336,NYC,Japanese,$$$,22.25,29.12,0.3086,7.2,-1.581,1.4,0,72
R00337,LA,Italian,$$$,21.29,26.27,0.2339,14.8,0.032,1.206,0,72
R00338,NYC,Chinese,$$,12.58,17.33,0.3773,0.7,0.824,1.605,1,40
R00339,Chicago,Indian,$$,13.35,15.58,0.1676,24.0,0.999,0.745,0,72
R00340,NYC,Mediterranean,$$,16.2,20.83,0.2857,19.8,-0.413,1.432,0,72
R00341,Chicago,Mediterranean,$$$,18.78,23.41,0.2469,2.8,0.438,0.973,0,72
R00342,Chicago,Mediterranean,$$,13.83,17.56,0.2701,9.5,1.072,1.046,0,72
R00343,LA,Japanese,$$$$,27.25,31.72,0.1642,4.9,0.852,1.09,0,72
R00344,LA,Italian,$$,17.82,21.69,0.217,1.3,0.891,1.369,1,35
R00345,LA,American,$$,13.52,17.31,0.28,3.2,0.114,1.098,0,72
R00346,Chicago,FastFood,$,10.41,13.88,0.3339,1.0,-0.095,0.946,0,72
R00347,NYC,Indian,$,10.98,14.92,0.3593,3.4,0.272,1.339,1,20
R00348,LA,American,$$,14.48,18.79,0.2981,4.5,-0.764,1.391,0,72
R00349,NYC,Vietnamese,$,10.38,13.77,0.327,0.5,1.112,1.129,0,72
R00350,LA,Indian,$$$,21.33,28.02,0.3137,14.0,-1.53,1.487,0,72
R00351,NYC,FastFood,$,7.51,10.14,0.3499,3.7,-0.504,1.73,0,72
R00352,LA,Indian,$,9.84,12.66,0.2873,5.4,-0.036,1.121,0,72
R00353,LA,Japanese,$$$,19.81,25.55,0.2897,6.5,0.47,1.357,0,72
R00354,LA,Italian,$$$,19.54,23.99,0.2277,11.5,0.658,1.219,0,72
R00355,LA,American,$$$,18.43,23.55,0.2781,2.6,1.489,1.463,0,72
R00356,LA,Italian,$$$$,27.12,34.66,0.2781,11.1,0.078,1.345,0,72
R00357,LA,FastFood,$,10.95,15.06,0.3756,2.7,-0.718,1.561,1,29
R00358,LA,American,$$,16.55,21.87,0.3217,8.1,-0.145,0.995,1,12
R00359,LA,Japanese,$$$,18.74,25.6,0.3664,0.5,-0.319,1.228,0,72
R00360,Chicago,Italian,$$$,24.11,29.78,0.2351,10.9,0.52,0.813,0,72
R00361,NYC,American,$$,14.97,18.82,0.2569,4.2,-1.067,1.362,0,72
R00362,NYC,American,$$,14.21,18.56,0.3056,1.1,-0.175,1.899,0,72
R00363,NYC,Mexican,$,11.6,15.81,0.3634,22.5,1.623,1.534,0,72
R00364,LA,Mediterranean,$$,13.57,17.65,0.3007,5.7,0.18,1.35,0,72
R00365,NYC,Italian,$$,16.55,21.93,0.3248,3.3,-1.053,1.542,0,72
R00366,LA,Japanese,$$$,21.1,24.59,0.1658,3.3,-0.34,1.267,0,72
R00367,LA,Chinese,$$,14.83,20.4,0.3757,1.8,-2.233,1.127,1,40
R00368,NYC,American,$$,14.92,20.48,0.3725,2.9,-0.059,1.332,1,14
R00369,Chicago,Indian,$,11.54,14.76,0.2784,3.0,1.648,0.936,1,39
R00370,LA,Mediterranean,$$,12.74,16.55,0.2996,0.5,-1.187,0.865,0,72
R00371,NYC,Mexican,$$,12.98,17.24,0.3279,6.7,-1.456,1.436,0,72
R00372,NYC,FastFood,$,8.61,11.71,0.3603,0.5,-0.653,1.492,1,63
R00373,NYC,Indian,$$,13.12,17.52,0.3349,2.1,0.921,1.346,0,72
R00374,NYC,Italian,$$,16.55,21.21,0.2817,5.2,1.705,1.427,0,72
R00375,NYC,Chinese,$$,13.94,18.91,0.356,11.3,0.448,1.544,1,22
R00376,Chicago,Italian,$$$,23.12,28.47,0.2313,1.4,-1.286,1.112,0,72
R00377,NYC,Mediterranean,$$,14.77,19.72,0.3349,8.3,-0.022,1.256,0,72
R00378,NYC,Italian,$$$,18.29,23.58,0.2893,12.2,1.789,1.318,0,72
R00379,LA,Japanese,$$$$,26.14,31.34,0.1988,14.5,-0.311,1.313,0,72
R00380,LA,Indian,$$,12.61,16.66,0.3216,22.4,0.14,1.288,0,72
R00381,Chicago,Mediterranean,$$,16.95,22.6,0.3329,0.9,0.241,1.175,1,23
R00382,LA,Vietnamese,$,11.42,14.95,0.3087,0.5,-1.546,1.403,0,72
R00383,LA,Indian,$,11.45,15.52,0.355,16.8,0.998,1.603,0,72
R00384,NYC,Chinese,$$,13.4,17.07,0.2741,2.2,0.854,1.4,0,72
R00385,Chicago,Mediterranean,$$,17.1,21.17,0.2385,29.2,-1.994,1.209,0,72
R00386,LA,Italian,$$$,19.89,23.83,0.1979,7.4,-1.331,1.075,0,72
R00387,Chicago,Mexican,$,10.1,13.72,0.359,19.2,-0.97,1.333,0,72
R00388,NYC,FastFood,$,8.52,12.28,0.442,5.3,0.748,1.531,0,72
R00389,Chicago,Chinese,$$,16.67,21.09,0.265,12.8,-0.751,1.067,0,72
R00390,LA,Mexican,$$$,18.17,25.05,0.3786,2.6,0.401,1.351,1,35
R00391,NYC,American,$$$,20.15,27.45,0.3625,6.8,-0.182,1.232,0,72
R00392,LA,Italian,$$,14.56,17.89,0.2284,8.1,0.071,1.055,0,72
R00393,LA,Mexican,$$,13.56,17.98,0.3265,0.5,0.496,1.217,1,55
R00394,NYC,American,$$,14.67,19.31,0.3167,1.7,0.272,1.511,0,72
R00395,LA,Indian,$$,15.26,18.89,0.2379,23.6,-0.019,1.541,0,72
R00396,Chicago,Thai,$$,12.18,15.42,0.2655,11.1,0.327,0.892,0,72
R00397,NYC,Chinese,$,9.55,13.63,0.4271,2.7,0.217,1.744,0,72
R00398,LA,American,$$,15.04,18.57,0.235,1.4,-0.21,1.162,0,72
R00399,NYC,Thai,$$,15.94,21.57,0.3527,0.5,-0.431,1.402,0,72
R00400,NYC,Chinese,$$,13.69,18.43,0.3462,5.6,1.88,1.422,0,72
R00401,Chicago,Chinese,$$,13.98,17.64,0.2618,0.5,-0.443,0.964,0,72
R00402,LA,Mexican,$$,13.0,17.3,0.3311,0.5,1.367,1.272,0,72
R00403,NYC,American,$$,17.21,23.53,0.3676,9.1,-0.685,1.383,0,72
R00404,Chicago,Chinese,$$,14.3,18.56,0.2977,1.7,0.81,0.844,0,72
R00405,Chicago,Indian,$$,13.8,17.74,0.2855,0.9,1.784,0.968,1,29
R00406,NYC,FastFood,$,8.63,12.42,0.44,2.1,-0.338,1.532,1,32
R00407,Chicago,Chinese,$$,17.79,22.34,0.2555,1.9,-0.667,0.845,0,72
R00408,NYC,Vietnamese,$,11.8,15.07,0.2777,2.0,-0.429,1.555,1,35
R00409,Chicago,Chinese,$$,13.1,17.8,0.3584,0.5,-0.019,1.152,0,72
R00410,LA,Mexican,$$,12.73,16.9,0.3268,0.7,0.322,1.433,0,72
R00411,LA,Indian,$$,13.94,18.47,0.3247,3.4,-0.04,1.25,0,72
R00412,NYC,Japanese,$$$,20.34,25.06,0.2319,3.4,-0.42,1.168,0,72
R00413,Chicago,FastFood,$,8.83,11.73,0.3294,2.1,1.955,1.081,1,47
R00414,NYC,American,$$,14.61,17.9,0.2252,19.1,-0.2,1.628,0,72
R00415,NYC,Chinese,$$,12.66,16.76,0.3232,17.7,-0.62,1.334,0,72
R00416,NYC,Japanese,$$$,19.08,23.62,0.2376,1.2,0.831,1.437,1,35
R00417,LA,Chinese,$$,13.26,16.65,0.2561,12.6,0.846,1.272,0,72
R00418,NYC,Mediterranean,$$$,18.89,24.08,0.2748,11.9,1.412,1.797,0,72
R00419,Chicago,Vietnamese,$,11.07,12.9,0.1653,8.3,1.928,0.97,0,72
R00420,LA,Italian,$$,12.54,14.7,0.172,13.5,0.346,1.335,0,72
R00421,NYC,American,$$,17.79,23.47,0.3191,3.9,-0.288,1.506,1,29
R00422,NYC,Vietnamese,$,11.75,15.83,0.3474,4.4,-1.902,1.485,0,72
R00423,NYC,Thai,$,11.71,14.71,0.2563,11.4,-0.938,1.701,0,72
R00424,LA,Mexican,$$,14.37,19.36,0.3474,8.6,0.209,1.086,0,72
R00425,Chicago,Mexican,$,9.72,12.11,0.2461,1.8,-1.181,1.028,0,72
R00426,NYC,Mexican,$$,15.09,20.76,0.3761,0.5,-1.585,1.455,1,21
R00427,Chicago,Japanese,$$$,21.77,26.44,0.2142,1.7,0.066,0.835,0,72
R00428,NYC,Japanese,$$,14.62,18.33,0.2537,0.5,0.777,1.681,1,39
R00429,Chicago,Mexican,$$,12.91,16.59,0.2854,4.8,-0.246,1.105,0,72
R00430,Chicago,Japanese,$$$,20.45,27.56,0.348,5.6,0.897,1.004,0,72
R00431,LA,Japanese,$$$,19.9,24.12,0.2121,7.9,0.617,1.163,0,72
R00432,LA,Mexican,$,10.95,14.57,0.3313,1.5,1.149,1.2,0,72
R00433,Chicago,FastFood,$,8.31,11.21,0.3491,13.9,2.173,1.089,0,72
R00434,NYC,American,$$,14.66,18.06,0.2319,14.3,2.614,1.459,0,72
R00435,NYC,Italian,$$,12.89,15.08,0.1703,2.9,0.732,1.338,1,30
R00436,NYC,American,$$$,20.12,25.15,0.2499,15.5,-0.46,1.363,0,72
R00437,LA,Italian,$$,17.23,21.84,0.268,5.5,0.062,1.198,1,66
R00438,LA,Mediterranean,$$,14.9,18.67,0.2529,12.9,1.573,1.073,0,72
R00439,LA,American,$$,13.06,16.3,0.2484,10.6,-0.893,1.249,0,72
R00440,Chicago,American,$$$,18.38,23.45,0.2755,0.5,1.448,0.909,0,72
R00441,NYC,FastFood,$,6.73,8.88,0.3197,4.3,-0.17,1.293,1,33
R00442,LA,Thai,$$,14.34,18.44,0.2856,2.9,0.227,1.76,0,72
R00443,NYC,Thai,$$,12.6,15.56,0.2343,1.5,-0.808,1.83,1,29
R00444,NYC,Chinese,$,11.83,15.8,0.336,0.6,-1.324,1.475,1,50
R00445,LA,Chinese,$,10.66,13.98,0.3115,20.9,-0.279,1.329,0,72
R00446,Chicago,Vietnamese,$,10.29,13.57,0.3198,4.6,1.303,1.13,1,52
R00447,LA,Japanese,$$$,22.03,26.28,0.1927,2.3,-0.702,1.189,0,72
R00448,NYC,Vietnamese,$,12.0,15.84,0.3204,12.3,1.613,1.5,0,72
R00449,LA,Indian,$$,12.59,15.31,0.2161,0.9,-0.573,1.163,0,72
R00450,NYC,Italian,$$,17.71,21.92,0.2377,18.9,-1.068,1.686,0,72
R00451,Chicago,Italian,$$$,21.12,26.91,0.2741,2.6,0.254,1.165,0,72
R00452,LA,American,$,11.86,14.76,0.244,0.5,0.679,1.447,0,72
R00453,NYC,Italian,$$,17.98,21.25,0.1817,1.3,0.188,1.497,0,72
R00454,NYC,Vietnamese,$,9.69,12.56,0.296,0.9,0.151,1.881,0,72
R00455,NYC,Indian,$,12.0,14.63,0.2195,17.9,1.603,1.437,0,72
R00456,Chicago,Japanese,$$$,23.06,26.64,0.1552,10.9,0.095,1.278,0,72
R00457,LA,Indian,$$,13.14,17.27,0.3135,1.5,-0.47,1.135,0,72
R00458,LA,American,$$,12.85,15.27,0.1877,1.7,-1.133,1.027,0,72
R00459,LA,Indian,$$$,18.4,23.84,0.2956,13.0,1.274,1.531,0,72
R00460,LA,Chinese,$$,15.34,19.96,0.3013,0.5,-0.426,1.299,0,72
R00461,NYC,Indian,$,10.24,13.04,0.2734,4.9,-0.328,1.543,0,72
R00462,Chicago,Indian,$,11.12,14.03,0.2614,5.5,1.052,0.958,0,72
R00463,NYC,Chinese,$$,14.47,18.42,0.2731,0.5,2.054,1.31,1,47
R00464,LA,American,$$,15.2,19.79,0.302,6.6,0.251,1.097,1,20
R00465,LA,Mediterranean,$$$,22.27,27.51,0.2351,0.5,-0.137,1.22,0,72
R00466,LA,Chinese,$$,14.53,18.6,0.2807,8.4,-0.006,1.179,0,72
R00467,Chicago,Indian,$$,15.3,18.74,0.2247,3.9,-0.456,0.792,0,72
R00468,NYC,FastFood,$,7.07,9.86,0.3945,3.0,-0.356,1.777,0,72
R00469,LA,Mediterranean,$$$,18.57,24.09,0.2972,3.4,-0.35,1.141,0,72
R00470,NYC,Japanese,$$,17.49,19.92,0.1389,15.3,0.911,1.682,0,72
R00471,LA,American,$$$,20.24,25.76,0.2727,2.3,-0.088,1.103,0,72
R00472,NYC,FastFood,$,9.17,11.67,0.2728,0.5,1.359,1.477,0,72
R00473,NYC,American,$$,13.79,17.42,0.2629,33.2,-0.116,1.629,0,72
R00474,NYC,Mexican,$$,14.45,19.28,0.3346,0.6,-0.367,1.603,0,72
R00475,NYC,Mexican,$$$,18.71,24.75,0.3224,1.3,1.278,1.404,0,72
R00476,NYC,Thai,$$,13.46,17.97,0.335,1.1,0.022,1.541,0,72
R00477,LA,Japanese,$$$,24.29,31.24,0.286,5.2,-0.126,1.301,0,72
R00478,LA,Chinese,$$,12.03,15.17,0.2613,1.6,0.034,1.179,0,72
R00479,NYC,Italian,$$$,18.28,22.11,0.2095,4.3,1.467,1.269,0,72
R00480,NYC,Indian,$,11.05,14.35,0.2982,7.8,0.306,1.345,0,72
R00481,NYC,Japanese,$$$,22.0,26.24,0.1928,2.2,1.249,1.385,0,72
R00482,LA,Mediterranean,$$,17.13,21.35,0.2462,6.5,-0.235,1.204,0,72
R00483,NYC,Indian,$$$,20.04,27.41,0.3674,9.8,1.089,1.755,0,72
R00484,NYC,FastFood,$,6.15,7.9,0.2847,1.0,0.238,1.617,0,72
R00485,NYC,Mediterranean,$$,16.16,20.57,0.273,9.0,0.883,1.315,0,72
R00486,LA,Chinese,$$,16.39,20.82,0.2704,0.5,0.967,1.496,0,72
R00487,NYC,Vietnamese,$,11.01,15.75,0.4303,3.5,-0.942,1.436,1,43
R00488,LA,Mexican,$$,12.12,15.67,0.2931,1.3,0.072,1.301,0,72
R00489,LA,FastFood,$,7.32,9.63,0.316,0.7,0.957,1.072,1,41
R00490,LA,Chinese,$,10.99,13.72,0.2485,1.8,1.116,1.137,1,19
R00491,LA,Vietnamese,$,8.28,10.85,0.3105,4.5,1.253,1.359,0,72
R00492,LA,Thai,$$,12.5,16.29,0.3035,6.1,0.105,1.08,0,72
R00493,NYC,Chinese,$,10.88,13.88,0.2757,7.9,1.54,1.46,0,72
R00494,LA,Thai,$$,14.3,19.15,0.3394,16.6,-0.657,1.27,0,72
R00495,LA,Mexican,$,10.85,14.47,0.3336,4.8,-1.495,1.061,0,72
R00496,NYC,Japanese,$$$,20.18,26.49,0.3126,3.3,-0.278,1.171,0,72
R00497,LA,Japanese,$$$,20.28,25.02,0.2336,19.7,1.196,1.338,0,72
R00498,NYC,Italian,$$,17.84,22.52,0.2622,2.0,-1.086,2.045,0,72
R00499,LA,American,$$,14.55,18.18,0.2493,1.6,-1.47,1.268,0,72
R00500,LA,FastFood,$,7.02,9.92,0.4129,4.7,-1.721,1.297,0,72
R00501,Chicago,Italian,$$$,18.28,22.04,0.2058,2.6,0.736,0.899,0,72
R00502,Chicago,American,$$$,19.39,23.86,0.2304,0.5,-1.448,1.193,0,72
R00503,LA,Mediterranean,$$,17.4,21.7,0.2471,1.1,0.549,1.147,0,72
R00504,LA,Indian,$$,12.99,16.3,0.2542,6.4,-0.328,1.38,0,72
R00505,LA,Mexican,$$,12.23,16.28,0.3319,8.3,-0.771,1.291,1,43
R00506,NYC,FastFood,$,5.88,8.23,0.401,4.5,-0.999,1.564,1,22
R00507,Chicago,Mexican,$$,12.19,15.31,0.2558,0.5,0.206,1.074,1,32
R00508,LA,American,$$,14.89,18.85,0.2663,2.0,-0.754,1.284,0,72
R00509,NYC,American,$$,13.53,17.44,0.2892,4.8,-0.005,1.5,1,20
R00510,NYC,Thai,$$,12.23,16.24,0.3279,2.1,0.401,1.629,0,72
R00511,Chicago,Chinese,$$,12.07,14.3,0.1846,3.9,0.613,0.917,0,72
R00512,NYC,Chinese,$$,15.54,19.8,0.2738,1.7,0.934,1.409,0,72
R00513,NYC,Indian,$$,17.65,21.74,0.2317,6.9,0.165,1.729,0,72
R00514,NYC,Chinese,$,11.0,14.54,0.3216,2.2,-1.05,1.48,0,72
R00515,NYC,Japanese,$$$,20.04,24.55,0.225,4.2,0.466,1.394,0,72
R00516,NYC,Indian,$$,13.27,16.92,0.2752,2.0,0.656,1.642,0,72
R00517,LA,Vietnamese,$$,13.3,16.63,0.2503,0.9,-0.182,1.327,0,72
R00518,NYC,Chinese,$$,13.34,17.35,0.2998,0.5,-0.288,1.241,0,72
R00519,Chicago,Italian,$$$,18.3,20.94,0.1438,9.7,2.475,1.092,0,72
R00520,Chicago,FastFood,$,9.36,12.62,0.3479,6.9,-1.293,1.017,1,46
R00521,NYC,Japanese,$$$,19.76,25.57,0.294,2.7,0.494,1.579,0,72
R00522,NYC,Mexican,$$,15.98,21.53,0.3475,18.8,1.046,1.452,0,72
R00523,LA,Chinese,$$,13.0,16.7,0.2849,9.9,-0.341,1.269,0,72
R00524,NYC,Italian,$$,15.43,17.72,0.1481,5.6,-0.169,1.164,0,72
R00525,NYC,FastFood,$,8.16,10.91,0.3371,3.3,-0.401,1.302,1,36
R00526,Chicago,Italian,$$$,22.47,26.11,0.1619,4.3,0.0,1.093,0,72
R00527,Chicago,Mexican,$,11.58,15.08,0.3024,5.9,0.899,1.37,0,72
R00528,LA,American,$$$,18.98,24.51,0.291,2.3,-0.198,1.254,0,72
R00529,NYC,Mexican,$,11.17,15.15,0.3562,5.7,3.111,1.334,0,72
R00530,LA,Italian,$$,15.68,20.28,0.2932,0.8,-0.453,1.22,0,72
R00531,LA,FastFood,$,9.57,12.55,0.3116,14.1,1.378,1.078,0,72
R00532,NYC,Indian,$$,12.39,15.73,0.2695,4.4,0.544,1.685,1,36
R00533,LA,Mexican,$$,14.49,19.89,0.3719,0.6,0.108,1.207,1,26
R00534,NYC,Japanese,$$$,23.44,29.96,0.2783,15.6,1.471,1.645,0,72
R00535,NYC,Chinese,$,11.11,14.53,0.3077,2.9,-1.6,1.424,0,72
R00536,LA,Mexican,$$,12.34,17.43,0.4123,0.6,0.425,1.376,0,72
R00537,NYC,American,$$,14.5,18.97,0.3089,0.5,-0.716,1.193,0,72
R00538,NYC,American,$$,17.04,21.65,0.2705,15.4,-0.436,1.454,0,72
R00539,Chicago,Indian,$$$,20.37,24.76,0.2157,1.4,-0.483,1.067,0,72
R00540,Chicago,Mediterranean,$$,15.9,20.77,0.3063,3.5,-0.964,0.968,0,72
R00541,LA,Chinese,$$,14.31,18.75,0.3103,2.1,-1.653,1.253,0,72
R00542,Chicago,FastFood,$,8.54,11.19,0.3112,1.4,0.389,1.042,0,72
R00543,Chicago,American,$$,16.07,20.31,0.2638,5.8,-0.066,1.134,0,72
R00544,NYC,Chinese,$$,12.62,17.21,0.364,1.8,-0.301,1.562,0,72
R00545,NYC,Thai,$,12.0,16.05,0.3375,4.4,0.759,1.52,0,72
R00546,NYC,Mexican,$$,13.28,18.38,0.3842,5.7,0.452,1.611,0,72
R00547,NYC,American,$$,15.19,19.79,0.3026,12.3,-0.267,1.233,0,72
R00548,LA,Indian,$$,12.32,16.11,0.3077,0.5,3.051,1.096,0,72
R00549,NYC,Italian,$$$,21.6,26.22,0.2134,3.6,1.018,1.228,0,72
R00550,LA,Mediterranean,$$,17.31,23.54,0.3605,0.9,2.445,1.282,1,52
R00551,NYC,Chinese,$$,12.48,15.7,0.2583,5.7,-0.415,1.524,1,36
R00552,NYC,Thai,$$,17.82,23.62,0.3255,7.9,0.25,1.712,0,72
R00553,Chicago,Mexican,$,8.98,10.99,0.2232,1.3,-1.238,1.043,0,72
R00554,NYC,Chinese,$$,16.35,21.5,0.3151,3.9,-0.33,1.344,1,4
R00555,NYC,Italian,$$,15.36,18.76,0.2214,7.4,-0.584,1.474,0,72
R00556,NYC,Mediterranean,$$,17.66,22.9,0.2968,1.9,2.996,1.158,0,72
R00557,LA,Chinese,$,11.69,15.4,0.3171,5.5,-0.692,1.143,0,72
R00558,LA,Mediterranean,$$,14.4,17.6,0.2222,4.5,-0.234,0.905,0,72
R00559,LA,Chinese,$$,16.47,21.38,0.2985,11.1,-1.454,1.248,1,44
R00560,NYC,Japanese,$$$$,30.73,41.17,0.3397,4.9,0.534,1.402,0,72
R00561,NYC,Italian,$$,17.3,20.49,0.1844,2.0,-0.9,1.427,0,72
R00562,Chicago,Mexican,$$,13.28,16.56,0.2473,2.0,0.919,0.894,1,48
R00563,LA,FastFood,$,8.59,11.88,0.383,9.2,-1.788,1.107,0,72
R00564,LA,Japanese,$$$$,30.04,37.67,0.2539,13.6,-0.122,1.304,0,72
R00565,LA,Vietnamese,$,7.86,10.36,0.3176,1.4,-1.846,1.01,0,72
R00566,LA,American,$$,17.12,22.45,0.3111,18.7,-0.491,1.275,0,72
R00567,NYC,American,$$,14.04,17.41,0.2403,2.5,-0.287,1.316,1,43
R00568,NYC,American,$,10.47,13.13,0.254,2.1,-0.599,1.185,1,41
R00569,LA,Mediterranean,$$,15.93,19.72,0.2379,1.5,-0.5,1.39,0,72
R00570,NYC,Vietnamese,$$,16.04,21.05,0.3126,3.0,0.971,1.701,1,38
R00571,Chicago,American,$$,14.22,18.44,0.297,4.6,2.174,0.937,0,72
R00572,LA,Vietnamese,$$,13.26,16.24,0.2249,21.1,0.339,1.123,0,72
R00573,LA,American,$$$,19.85,23.83,0.2003,6.0,-0.86,1.164,0,72
R00574,Chicago,Japanese,$$$,21.95,25.28,0.1517,0.8,0.064,0.907,0,72
R00575,LA,American,$$,16.35,21.75,0.3301,8.3,-0.354,1.112,0,72
R00576,Chicago,Japanese,$$,16.15,19.21,0.1893,1.0,0.889,1.055,0,72
R00577,LA,Indian,$$,12.75,16.11,0.2637,7.3,0.288,1.539,0,72
R00578,Chicago,FastFood,$,10.01,12.3,0.2293,2.0,-1.578,0.958,0,72
R00579,NYC,FastFood,$,8.59,11.57,0.3469,2.5,1.098,1.639,0,72
R00580,LA,Thai,$$,14.96,19.94,0.3333,3.1,0.967,1.252,1,43
R00581,LA,American,$$,16.39,20.86,0.2726,8.5,1.495,0.982,0,72
R00582,NYC,Indian,$$$,21.51,27.85,0.2946,3.3,-0.516,1.446,1,21
R00583,NYC,Chinese,$$,12.03,14.94,0.2418,20.7,0.301,1.424,0,72
R00584,Chicago,Japanese,$$$$,29.37,35.35,0.2036,2.5,-1.185,1.192,0,72
R00585,LA,Chinese,$$,13.32,17.41,0.3073,0.6,-0.051,1.438,1,34
R00586,NYC,Mexican,$$,16.96,21.88,0.2904,15.9,0.397,1.517,0,72
R00587,NYC,FastFood,$,6.82,9.5,0.3927,13.8,-0.636,1.677,0,72
R00588,NYC,Mediterranean,$$,17.57,23.45,0.3343,2.7,0.342,1.425,0,72
R00589,NYC,American,$$,14.91,18.68,0.2536,0.5,0.168,1.658,0,72
R00590,Chicago,Chinese,$$,13.33,17.41,0.3063,1.4,-0.45,1.012,0,72
R00591,NYC,Vietnamese,$$,14.33,18.98,0.3245,5.1,1.397,1.654,0,72
R00592,NYC,Japanese,$$$,23.55,31.26,0.3274,2.8,-0.234,1.674,0,72
R00593,LA,Thai,$$,17.44,24.27,0.3917,17.8,0.133,1.308,0,72
R00594,NYC,FastFood,$,7.53,9.83,0.3053,7.1,-1.467,1.327,0,72
R00595,NYC,Italian,$$,15.52,20.0,0.2885,2.9,0.519,1.379,1,16
R00596,LA,Chinese,$$,13.04,17.8,0.3652,0.5,-0.477,1.313,0,72
R00597,LA,Chinese,$$,12.91,16.16,0.2515,31.8,0.957,1.336,0,72
R00598,Chicago,Mexican,$$,12.09,15.25,0.2612,3.4,-1.311,1.019,0,72
R00599,LA,Japanese,$$$,18.51,22.6,0.2207,10.7,0.431,1.156,0,72
R00600,LA,Mexican,$$,15.51,20.37,0.3134,1.7,-2.182,1.228,0,72
R00601,LA,Mexican,$,11.71,15.25,0.3022,0.5,0.616,1.161,0,72
R00602,Chicago,Italian,$$$,23.27,27.69,0.1901,1.1,-0.175,0.968,0,72
R00603,LA,Chinese,$$,13.03,17.48,0.3419,10.6,0.399,1.518,1,19
R00604,Chicago,Indian,$$,16.3,18.82,0.1552,0.8,-0.6,0.945,0,72
R00605,LA,Mexican,$$,13.82,17.57,0.2713,16.1,-0.949,1.275,0,72
R00606,Chicago,Mediterranean,$$,14.66,18.66,0.2735,10.3,-0.435,1.019,0,72
R00607,NYC,Chinese,$$,13.89,18.72,0.3476,5.4,0.192,1.252,0,72
R00608,LA,Mexican,$$,17.69,22.41,0.2671,1.4,0.577,1.031,1,26
R00609,NYC,Mexican,$$,13.08,17.89,0.368,0.9,0.304,1.436,0,72
R00610,LA,Indian,$$,17.05,22.96,0.3463,1.9,-0.937,0.949,0,72
R00611,LA,Chinese,$$,14.73,19.11,0.2975,6.1,1.838,1.495,0,72
R00612,Chicago,American,$$,16.91,19.95,0.1796,3.6,0.333,0.958,0,72
R00613,Chicago,Mexican,$$,12.93,17.24,0.3337,4.0,-0.622,0.948,0,72
R00614,NYC,FastFood,$,9.38,13.56,0.4462,9.1,0.424,1.679,0,72
R00615,LA,Mexican,$$,14.34,18.29,0.2757,2.6,0.256,1.18,0,72
R00616,LA,Japanese,$$,17.25,21.59,0.252,5.2,-0.175,1.298,0,72
R00617,NYC,Mediterranean,$$,17.77,23.9,0.3445,1.6,-0.293,1.354,0,72
R00618,NYC,Chinese,$$,12.58,16.67,0.3258,3.1,0.985,1.458,0,72
R00619,NYC,Chinese,$$,12.12,14.93,0.2326,0.5,1.728,1.629,0,72
